"FeatureCode","City","FeatureType","Year","Measurement","Units","Value","Energy Type","Energy Consuming Sector"
"S12000029","South Lanarkshire","Council Area",2020,"Count","GWh",7.842,"Coal","Industrial"
"S12000048","Perth and Kinross","Council Area",2020,"Count","GWh",154.139,"Electricity","Commercial"
"S12000019","Midlothian","Council Area",2020,"Count","GWh",38.196,"Petroleum Products","Industrial"
"S12000019","Midlothian","Council Area",2020,"Count","GWh",461.261,"All","Transport"
"S12000029","South Lanarkshire","Council Area",2020,"Count","GWh",1081.584,"Electricity","All"
"S12000029","South Lanarkshire","Council Area",2020,"Count","GWh",230.785,"Petroleum Products","Industrial"
"S12000029","South Lanarkshire","Council Area",2020,"Count","GWh",17.648,"Bioenergy & Wastes","Commercial"
"S12000029","South Lanarkshire","Council Area",2020,"Count","GWh",499.429,"Electricity","Industrial & Commercial"
"S12000019","Midlothian","Council Area",2020,"Count","GWh",5.715,"Coal","Industrial"
"S12000019","Midlothian","Council Area",2020,"Count","GWh",1634.766,"All","All"
"S12000048","Perth and Kinross","Council Area",2020,"Count","GWh",1036.853,"Gas","All"
"S12000019","Midlothian","Council Area",2020,"Count","GWh",0,"Petroleum Products","Public Sector"
"S12000019","Midlothian","Council Area",2020,"Count","GWh",1.344,"Petroleum Products","Commercial"
"S12000029","South Lanarkshire","Council Area",2020,"Count","GWh",1957.015,"Gas","Domestic"
"S12000048","Perth and Kinross","Council Area",2020,"Count","GWh",673.185,"Electricity","All"
"S12000028","South Ayrshire","Council Area",2020,"Count","GWh",2.442,"Coal","Domestic"
"S12000020","Moray","Council Area",2020,"Count","GWh",1738.007,"Gas","All"
"S12000040","West Lothian","Council Area",2020,"Count","GWh",377.86,"Gas","Industrial"
"S12000049","Glasgow City","Council Area",2020,"Count","GWh",2655.339,"Petroleum Products","All"
"S12000040","West Lothian","Council Area",2020,"Count","GWh",0.076,"Coal","Public Sector"
"S12000028","South Ayrshire","Council Area",2020,"Count","GWh",53.623,"Bioenergy & Wastes","All"
"S12000028","South Ayrshire","Council Area",2020,"Count","GWh",0,"Coal","Agriculture"
"S12000020","Moray","Council Area",2020,"Count","GWh",0.786,"Coal","Rail"
"S12000040","West Lothian","Council Area",2020,"Count","GWh",1.652,"Coal","Domestic"
"S12000048","Perth and Kinross","Council Area",2020,"Count","GWh",136.723,"Gas","Commercial"
"S12000029","South Lanarkshire","Council Area",2020,"Count","GWh",12.105,"Coal","All"
"S12000040","West Lothian","Council Area",2020,"Count","GWh",112.855,"Petroleum Products","Industrial"
"S12000040","West Lothian","Council Area",2020,"Count","GWh",1244.439,"All","Transport"
"S12000020","Moray","Council Area",2020,"Count","GWh",1940.371,"All","Industrial & Commercial"
"S12000040","West Lothian","Council Area",2020,"Count","GWh",8.16,"Manufactured Fuels","All"
"S12000040","West Lothian","Council Area",2020,"Count","GWh",1280.253,"All","Industrial & Commercial"
"S12000008","East Ayrshire","Council Area",2020,"Count","GWh",98.332,"Petroleum Products","Agriculture"
"S12000035","Argyll and Bute","Council Area",2020,"Count","GWh",0.513,"Coal","Commercial"
"S12000013","Na h-Eileanan Siar","Council Area",2020,"Count","GWh",127.418,"Petroleum Products","Road Transport"
"S12000041","Angus","Council Area",2020,"Count","GWh",84.799,"Petroleum Products","Agriculture"
"S12000008","East Ayrshire","Council Area",2020,"Count","GWh",3.355,"Petroleum Products","Rail"
"S12000042","Dundee City","Council Area",2020,"Count","GWh",155.153,"Electricity","Industrial"
"S12000042","Dundee City","Council Area",2020,"Count","GWh",1700.081,"Gas","All"
"S12000013","Na h-Eileanan Siar","Council Area",2020,"Count","GWh",0,"Manufactured Fuels","Industrial"
"S12000013","Na h-Eileanan Siar","Council Area",2020,"Count","GWh",3.052,"Manufactured Fuels","All"
"S12000035","Argyll and Bute","Council Area",2020,"Count","GWh",61.299,"Gas","Commercial"
"S12000011","East Renfrewshire","Council Area",2020,"Count","GWh",1.934,"Petroleum Products","Rail"
"S12000036","City of Edinburgh","Council Area",2020,"Count","GWh",2.347,"Petroleum Products","Commercial"
"S12000011","East Renfrewshire","Council Area",2020,"Count","GWh",206.508,"All","Industrial & Commercial"
"S12000011","East Renfrewshire","Council Area",2020,"Count","GWh",35.96,"Bioenergy & Wastes","All"
"S12000041","Angus","Council Area",2020,"Count","GWh",41.882,"Bioenergy & Wastes","Road Transport"
"S12000008","East Ayrshire","Council Area",2020,"Count","GWh",110.26,"Bioenergy & Wastes","Commercial"
"S12000035","Argyll and Bute","Council Area",2020,"Count","GWh",74.968,"Gas","Industrial"
"S12000011","East Renfrewshire","Council Area",2020,"Count","GWh",2.229,"Manufactured Fuels","Domestic"
"S12000013","Na h-Eileanan Siar","Council Area",2020,"Count","GWh",0,"Petroleum Products","Rail"
"S12000013","Na h-Eileanan Siar","Council Area",2020,"Count","GWh",3.052,"Manufactured Fuels","Domestic"
"S12000035","Argyll and Bute","Council Area",2020,"Count","GWh",0.224,"Manufactured Fuels","Industrial"
"S12000035","Argyll and Bute","Council Area",2020,"Count","GWh",971.611,"Petroleum Products","All"
"S12000008","East Ayrshire","Council Area",2020,"Count","GWh",1079.673,"Gas","All"
"S12000035","Argyll and Bute","Council Area",2020,"Count","GWh",31.87,"Bioenergy & Wastes","Road Transport"
"S12000008","East Ayrshire","Council Area",2020,"Count","GWh",79.107,"Petroleum Products","Industrial"
"S12000041","Angus","Council Area",2020,"Count","GWh",5.598,"Manufactured Fuels","All"
"S12000008","East Ayrshire","Council Area",2020,"Count","GWh",0.095,"Petroleum Products","Public Sector"
"S12000035","Argyll and Bute","Council Area",2020,"Count","GWh",6.609,"Manufactured Fuels","Domestic"
"S12000041","Angus","Council Area",2020,"Count","GWh",126.161,"Petroleum Products","Domestic"
"S12000013","Na h-Eileanan Siar","Council Area",2020,"Count","GWh",60.072,"Electricity","Industrial & Commercial"
"S12000008","East Ayrshire","Council Area",2020,"Count","GWh",0,"Coal","Agriculture"
"S12000013","Na h-Eileanan Siar","Council Area",2020,"Count","GWh",134.998,"All","Transport"
"S12000035","Argyll and Bute","Council Area",2020,"Count","GWh",1.421,"Coal","Public Sector"
"S12000013","Na h-Eileanan Siar","Council Area",2020,"Count","GWh",49.428,"Bioenergy & Wastes","All"
"S12000035","Argyll and Bute","Council Area",2020,"Count","GWh",465.02,"Gas","All"
"S12000008","East Ayrshire","Council Area",2020,"Count","GWh",22.094,"Bioenergy & Wastes","Domestic"
"S12000035","Argyll and Bute","Council Area",2020,"Count","GWh",732.715,"All","Industrial & Commercial"
"S12000010","East Lothian","Council Area",2020,"Count","GWh",35.775,"Bioenergy & Wastes","Road Transport"
"S12000010","East Lothian","Council Area",2020,"Count","GWh",110.991,"Gas","Commercial"
"S12000038","Renfrewshire","Council Area",2020,"Count","GWh",0,"Coal","Industrial"
"S12000038","Renfrewshire","Council Area",2020,"Count","GWh",1085.068,"Gas","Domestic"
"S12000038","Renfrewshire","Council Area",2020,"Count","GWh",0.687,"Coal","Domestic"
"S12000013","Na h-Eileanan Siar","Council Area",2020,"Count","GWh",9.098,"Coal","All"
"S12000041","Angus","Council Area",2020,"Count","GWh",10.028,"Bioenergy & Wastes","Commercial"
"S12000036","City of Edinburgh","Council Area",2020,"Count","GWh",2904.661,"Gas","Domestic"
"S12000011","East Renfrewshire","Council Area",2020,"Count","GWh",9.616,"Petroleum Products","Domestic"
"S12000036","City of Edinburgh","Council Area",2020,"Count","GWh",20.206,"Petroleum Products","Domestic"
"S12000038","Renfrewshire","Council Area",2020,"Count","GWh",0,"Bioenergy & Wastes","Industrial"
"S12000010","East Lothian","Council Area",2020,"Count","GWh",4.776,"Manufactured Fuels","Domestic"
"S12000038","Renfrewshire","Council Area",2020,"Count","GWh",0,"Coal","Rail"
"S12000038","Renfrewshire","Council Area",2020,"Count","GWh",1.776,"Manufactured Fuels","Domestic"
"S12000010","East Lothian","Council Area",2020,"Count","GWh",0,"Coal","Rail"
"S12000010","East Lothian","Council Area",2020,"Count","GWh",669.283,"All","Transport"
"S12000010","East Lothian","Council Area",2020,"Count","GWh",1153.645,"All","Industrial & Commercial"
"S12000038","Renfrewshire","Council Area",2020,"Count","GWh",0.024,"Coal","Public Sector"
"S12000010","East Lothian","Council Area",2020,"Count","GWh",0,"Petroleum Products","Public Sector"
"S12000011","East Renfrewshire","Council Area",2020,"Count","GWh",0,"Bioenergy & Wastes","Commercial"
"S12000008","East Ayrshire","Council Area",2020,"Count","GWh",95.086,"Electricity","Commercial"
"S12000011","East Renfrewshire","Council Area",2020,"Count","GWh",51.039,"Gas","Commercial"
"S12000013","Na h-Eileanan Siar","Council Area",2020,"Count","GWh",36.431,"Petroleum Products","Agriculture"
"S12000036","City of Edinburgh","Council Area",2020,"Count","GWh",0.282,"Coal","Public Sector"
"S12000008","East Ayrshire","Council Area",2020,"Count","GWh",338.678,"Bioenergy & Wastes","All"
"S12000036","City of Edinburgh","Council Area",2020,"Count","GWh",797.474,"Gas","Commercial"
"S12000036","City of Edinburgh","Council Area",2020,"Count","GWh",546.737,"Electricity","Commercial"
"S12000041","Angus","Council Area",2020,"Count","GWh",0.17,"Coal","Commercial"
"S12000041","Angus","Council Area",2020,"Count","GWh",2599.12,"All","All"
"S12000008","East Ayrshire","Council Area",2020,"Count","GWh",0.15,"Coal","Commercial"
"S12000035","Argyll and Bute","Council Area",2020,"Count","GWh",135.654,"Petroleum Products","Domestic"
"S12000011","East Renfrewshire","Council Area",2020,"Count","GWh",675.161,"Gas","Domestic"
"S12000041","Angus","Council Area",2020,"Count","GWh",0.591,"Petroleum Products","Commercial"
"S12000013","Na h-Eileanan Siar","Council Area",2020,"Count","GWh",576.678,"All","All"
"S12000013","Na h-Eileanan Siar","Council Area",2020,"Count","GWh",342.503,"Petroleum Products","All"
"S12000041","Angus","Council Area",2020,"Count","GWh",27.95,"Petroleum Products","Rail"
"S12000035","Argyll and Bute","Council Area",2020,"Count","GWh",1.125,"Petroleum Products","Commercial"
"S12000041","Angus","Council Area",2020,"Count","GWh",0,"Manufactured Fuels","Industrial"
"S12000011","East Renfrewshire","Council Area",2020,"Count","GWh",0.179,"Petroleum Products","Commercial"
"S12000036","City of Edinburgh","Council Area",2020,"Count","GWh",3806.904,"All","Domestic"
"S12000036","City of Edinburgh","Council Area",2020,"Count","GWh",1.23,"Petroleum Products","Public Sector"
"S12000011","East Renfrewshire","Council Area",2020,"Count","GWh",2.229,"Manufactured Fuels","All"
"S12000011","East Renfrewshire","Council Area",2020,"Count","GWh",65.657,"Electricity","Industrial & Commercial"
"S12000008","East Ayrshire","Council Area",2020,"Count","GWh",203.456,"Electricity","Industrial & Commercial"
"S12000036","City of Edinburgh","Council Area",2020,"Count","GWh",1991.377,"Petroleum Products","Road Transport"
"S12000036","City of Edinburgh","Council Area",2020,"Count","GWh",38.897,"Petroleum Products","Rail"
"S12000036","City of Edinburgh","Council Area",2020,"Count","GWh",3225.037,"All","Industrial & Commercial"
"S12000041","Angus","Council Area",2020,"Count","GWh",0,"Coal","Agriculture"
"S12000041","Angus","Council Area",2020,"Count","GWh",491.093,"Electricity","All"
"S12000041","Angus","Council Area",2020,"Count","GWh",769.814,"All","Transport"
"S12000008","East Ayrshire","Council Area",2020,"Count","GWh",138.287,"Gas","Commercial"
"S12000041","Angus","Council Area",2020,"Count","GWh",0.24,"Coal","Public Sector"
"S12000036","City of Edinburgh","Council Area",2020,"Count","GWh",623.113,"Electricity","Industrial"
"S12000008","East Ayrshire","Council Area",2020,"Count","GWh",108.369,"Electricity","Industrial"
"S12000011","East Renfrewshire","Council Area",2020,"Count","GWh",0,"Coal","Industrial"
"S12000011","East Renfrewshire","Council Area",2020,"Count","GWh",62.421,"Gas","Industrial"
"S12000048","Perth and Kinross","Council Area",2020,"Count","GWh",8.47,"Manufactured Fuels","All"
"S12000048","Perth and Kinross","Council Area",2020,"Count","GWh",0.69,"Coal","Public Sector"
"S12000019","Midlothian","Council Area",2020,"Count","GWh",3.302,"Manufactured Fuels","Domestic"
"S12000048","Perth and Kinross","Council Area",2020,"Count","GWh",0.491,"Coal","Commercial"
"S12000019","Midlothian","Council Area",2020,"Count","GWh",1.631,"Coal","Domestic"
"S12000048","Perth and Kinross","Council Area",2020,"Count","GWh",6.045,"Coal","Industrial"
"S12000029","South Lanarkshire","Council Area",2020,"Count","GWh",1.161,"Petroleum Products","Commercial"
"S12000019","Midlothian","Council Area",2020,"Count","GWh",0,"Coal","Rail"
"S12000048","Perth and Kinross","Council Area",2020,"Count","GWh",1568.785,"Petroleum Products","Road Transport"
"S12000019","Midlothian","Council Area",2020,"Count","GWh",6.57,"Petroleum Products","Rail"
"S12000029","South Lanarkshire","Council Area",2020,"Count","GWh",120.876,"Bioenergy & Wastes","Road Transport"
"S12000029","South Lanarkshire","Council Area",2020,"Count","GWh",1965.366,"Petroleum Products","Road Transport"
"S12000019","Midlothian","Council Area",2020,"Count","GWh",534.031,"Gas","Domestic"
"S12000029","South Lanarkshire","Council Area",2020,"Count","GWh",0.504,"Coal","Public Sector"
"S12000029","South Lanarkshire","Council Area",2020,"Count","GWh",0,"Coal","Rail"
"S12000019","Midlothian","Council Area",2020,"Count","GWh",429.717,"Petroleum Products","Road Transport"
"S12000036","City of Edinburgh","Council Area",2020,"Count","GWh",10.545,"Petroleum Products","Agriculture"
"S12000008","East Ayrshire","Council Area",2020,"Count","GWh",691.752,"Petroleum Products","Road Transport"
"S12000041","Angus","Council Area",2020,"Count","GWh",839.987,"All","Industrial & Commercial"
"S12000036","City of Edinburgh","Council Area",2020,"Count","GWh",2031.651,"Electricity","All"
"S12000041","Angus","Council Area",2020,"Count","GWh",699.963,"Petroleum Products","Road Transport"
"S12000041","Angus","Council Area",2020,"Count","GWh",0,"Petroleum Products","Public Sector"
"S12000041","Angus","Council Area",2020,"Count","GWh",164.099,"Gas","Commercial"
"S12000008","East Ayrshire","Council Area",2020,"Count","GWh",38.627,"Coal","All"
"S12000011","East Renfrewshire","Council Area",2020,"Count","GWh",0,"Coal","Public Sector"
"S12000008","East Ayrshire","Council Area",2020,"Count","GWh",3.806,"Coal","Domestic"
"S12000041","Angus","Council Area",2020,"Count","GWh",0.018,"Coal","Rail"
"S12000036","City of Edinburgh","Council Area",2020,"Count","GWh",2.844,"Coal","Domestic"
"S12000041","Angus","Council Area",2020,"Count","GWh",5.598,"Manufactured Fuels","Domestic"
"S12000036","City of Edinburgh","Council Area",2020,"Count","GWh",190.418,"Bioenergy & Wastes","All"
"S12000011","East Renfrewshire","Council Area",2020,"Count","GWh",15.528,"Petroleum Products","Agriculture"
"S12000036","City of Edinburgh","Council Area",2020,"Count","GWh",10.844,"Coal","Industrial"
"S12000036","City of Edinburgh","Council Area",2020,"Count","GWh",0.153,"Coal","Commercial"
"S12000011","East Renfrewshire","Council Area",2020,"Count","GWh",1550.65,"All","All"
"S12000008","East Ayrshire","Council Area",2020,"Count","GWh",394.22,"Electricity","All"
"S12000036","City of Edinburgh","Council Area",2020,"Count","GWh",861.801,"Electricity","Domestic"
"S12000011","East Renfrewshire","Council Area",2020,"Count","GWh",30.685,"Electricity","Commercial"
"S12000008","East Ayrshire","Council Area",2020,"Count","GWh",736.406,"All","Transport"
"S12000011","East Renfrewshire","Council Area",2020,"Count","GWh",460.538,"Petroleum Products","Road Transport"
"S12000008","East Ayrshire","Council Area",2020,"Count","GWh",190.764,"Electricity","Domestic"
"S12000036","City of Edinburgh","Council Area",2020,"Count","GWh",0.118,"Manufactured Fuels","Industrial"
"S12000008","East Ayrshire","Council Area",2020,"Count","GWh",34.112,"Coal","Industrial"
"S12000041","Angus","Council Area",2020,"Count","GWh",254.948,"Electricity","Industrial & Commercial"
"S12000036","City of Edinburgh","Council Area",2020,"Count","GWh",24.467,"Bioenergy & Wastes","Commercial"
"S12000036","City of Edinburgh","Council Area",2020,"Count","GWh",975.3,"Gas","Industrial"
"S12000036","City of Edinburgh","Council Area",2020,"Count","GWh",4677.436,"Gas","All"
"S12000008","East Ayrshire","Council Area",2020,"Count","GWh",1034.22,"All","Domestic"
"S12000041","Angus","Council Area",2020,"Count","GWh",1043.882,"Petroleum Products","All"
"S12000041","Angus","Council Area",2020,"Count","GWh",989.318,"All","Domestic"
"S12000041","Angus","Council Area",2020,"Count","GWh",15.008,"Bioenergy & Wastes","Industrial"
"S12000011","East Renfrewshire","Council Area",2020,"Count","GWh",0.742,"Coal","All"
"S12000008","East Ayrshire","Council Area",2020,"Count","GWh",0.489,"Petroleum Products","Commercial"
"S12000036","City of Edinburgh","Council Area",2020,"Count","GWh",115.971,"Bioenergy & Wastes","Road Transport"
"S12000030","Stirling","Council Area",2020,"Count","GWh",4.492,"Manufactured Fuels","Domestic"
"S12000030","Stirling","Council Area",2020,"Count","GWh",115.428,"Electricity","Commercial"
"S12000047","Fife","Council Area",2020,"Count","GWh",170.671,"Bioenergy & Wastes","All"
"S12000018","Inverclyde","Council Area",2020,"Count","GWh",0,"Bioenergy & Wastes","Industrial"
"S12000030","Stirling","Council Area",2020,"Count","GWh",66.099,"Petroleum Products","Domestic"
"S12000030","Stirling","Council Area",2020,"Count","GWh",1757.55,"All","Industrial & Commercial"
"S12000018","Inverclyde","Council Area",2020,"Count","GWh",1.666,"Manufactured Fuels","All"
"S12000030","Stirling","Council Area",2020,"Count","GWh",747.472,"Bioenergy & Wastes","All"
"S12000018","Inverclyde","Council Area",2020,"Count","GWh",0.196,"Manufactured Fuels","Industrial"
"S12000047","Fife","Council Area",2020,"Count","GWh",0,"Coal","Rail"
"S12000018","Inverclyde","Council Area",2020,"Count","GWh",0.012,"Coal","Commercial"
"S12000047","Fife","Council Area",2020,"Count","GWh",0.263,"Coal","Commercial"
"S12000018","Inverclyde","Council Area",2020,"Count","GWh",153.79,"Electricity","Industrial & Commercial"
"S12000030","Stirling","Council Area",2020,"Count","GWh",179.812,"Electricity","Domestic"
"S12000030","Stirling","Council Area",2020,"Count","GWh",131.553,"Electricity","Industrial"
"S12000030","Stirling","Council Area",2020,"Count","GWh",3348.679,"All","All"
"S12000029","South Lanarkshire","Council Area",2020,"Count","GWh",126.646,"Petroleum Products","Agriculture"
"S12000018","Inverclyde","Council Area",2020,"Count","GWh",14.115,"Petroleum Products","Industrial"
"S12000018","Inverclyde","Council Area",2020,"Count","GWh",0.417,"Coal","Domestic"
"S12000029","South Lanarkshire","Council Area",2020,"Count","GWh",2701.554,"All","Domestic"
"S12000047","Fife","Council Area",2020,"Count","GWh",1442.939,"Electricity","All"
"S12000029","South Lanarkshire","Council Area",2020,"Count","GWh",122.591,"Petroleum Products","Domestic"
"S12000047","Fife","Council Area",2020,"Count","GWh",0,"Coal","Agriculture"
"S12000018","Inverclyde","Council Area",2020,"Count","GWh",364.609,"Petroleum Products","All"
"S12000047","Fife","Council Area",2020,"Count","GWh",0,"Petroleum Products","Public Sector"
"S12000018","Inverclyde","Council Area",2020,"Count","GWh",488.705,"Gas","Domestic"
"S12000018","Inverclyde","Council Area",2020,"Count","GWh",137.621,"Gas","Commercial"
"S12000047","Fife","Council Area",2020,"Count","GWh",819.696,"Electricity","Industrial & Commercial"
"S12000030","Stirling","Council Area",2020,"Count","GWh",412.1,"Bioenergy & Wastes","Industrial"
"S12000029","South Lanarkshire","Council Area",2020,"Count","GWh",325.007,"Gas","Industrial"
"S12000018","Inverclyde","Council Area",2020,"Count","GWh",0.463,"Coal","All"
"S12000018","Inverclyde","Council Area",2020,"Count","GWh",6.167,"Bioenergy & Wastes","Domestic"
"S12000017","Highland","Council Area",2020,"Count","GWh",0,"Coal","Agriculture"
"S12000017","Highland","Council Area",2020,"Count","GWh",225.864,"Gas","Commercial"
"S12000017","Highland","Council Area",2020,"Count","GWh",1.736,"Coal","Commercial"
"S12000033","Aberdeen City","Council Area",2020,"Count","GWh",0,"Coal","Rail"
"S12000033","Aberdeen City","Council Area",2020,"Count","GWh",147.599,"Bioenergy & Wastes","All"
"S12000045","East Dunbartonshire","Council Area",2020,"Count","GWh",360.22,"Petroleum Products","Road Transport"
"S12000017","Highland","Council Area",2020,"Count","GWh",745.772,"Electricity","Industrial & Commercial"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",416.738,"All","Domestic"
"S12000033","Aberdeen City","Council Area",2020,"Count","GWh",4781.699,"All","All"
"S12000045","East Dunbartonshire","Council Area",2020,"Count","GWh",2.148,"Manufactured Fuels","All"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",0,"Coal","Agriculture"
"S12000033","Aberdeen City","Council Area",2020,"Count","GWh",52.912,"Bioenergy & Wastes","Road Transport"
"S12000045","East Dunbartonshire","Council Area",2020,"Count","GWh",0,"Coal","Agriculture"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",1693.166,"All","All"
"S12000017","Highland","Council Area",2020,"Count","GWh",1144.31,"Gas","All"
"S12000033","Aberdeen City","Council Area",2020,"Count","GWh",7.786,"Petroleum Products","Rail"
"S12000033","Aberdeen City","Council Area",2020,"Count","GWh",576.9,"Electricity","Industrial & Commercial"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",209.783,"Electricity","Industrial & Commercial"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",0.223,"Petroleum Products","Commercial"
"S12000017","Highland","Council Area",2020,"Count","GWh",310.074,"Petroleum Products","Agriculture"
"S12000033","Aberdeen City","Council Area",2020,"Count","GWh",307.282,"Electricity","Industrial"
"S12000017","Highland","Council Area",2020,"Count","GWh",100.704,"Bioenergy & Wastes","Road Transport"
"S12000017","Highland","Council Area",2020,"Count","GWh",19.018,"Manufactured Fuels","Domestic"
"S12000045","East Dunbartonshire","Council Area",2020,"Count","GWh",0.9,"Coal","Industrial"
"S12000018","Inverclyde","Council Area",2020,"Count","GWh",0.15,"Petroleum Products","Public Sector"
"S12000047","Fife","Council Area",2020,"Count","GWh",0.905,"Coal","Public Sector"
"S12000018","Inverclyde","Council Area",2020,"Count","GWh",0,"Coal","Rail"
"S12000018","Inverclyde","Council Area",2020,"Count","GWh",356.228,"All","Transport"
"S12000017","Highland","Council Area",2020,"Count","GWh",4.259,"Coal","Public Sector"
"S12000033","Aberdeen City","Council Area",2020,"Count","GWh",19.112,"Bioenergy & Wastes","Domestic"
"S12000033","Aberdeen City","Council Area",2020,"Count","GWh",2.33,"Coal","Public Sector"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",1.299,"Manufactured Fuels","Industrial"
"S12000033","Aberdeen City","Council Area",2020,"Count","GWh",980.492,"All","Transport"
"S12000045","East Dunbartonshire","Council Area",2020,"Count","GWh",1.992,"Coal","All"
"S12000045","East Dunbartonshire","Council Area",2020,"Count","GWh",936.32,"Gas","All"
"S12000045","East Dunbartonshire","Council Area",2020,"Count","GWh",1.083,"Coal","Domestic"
"S12000017","Highland","Council Area",2020,"Count","GWh",1821.275,"All","Transport"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",450.773,"Gas","Industrial"
"S12000030","Stirling","Council Area",2020,"Count","GWh",387.516,"Gas","Industrial"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",19.097,"Petroleum Products","Industrial"
"S12000030","Stirling","Council Area",2020,"Count","GWh",947.392,"Petroleum Products","All"
"S12000047","Fife","Council Area",2020,"Count","GWh",1928.778,"All","Transport"
"S12000047","Fife","Council Area",2020,"Count","GWh",90.199,"Petroleum Products","Agriculture"
"S12000030","Stirling","Council Area",2020,"Count","GWh",14.227,"Petroleum Products","Rail"
"S12000047","Fife","Council Area",2020,"Count","GWh",6800.05,"Petroleum Products","All"
"S12000030","Stirling","Council Area",2020,"Count","GWh",44.541,"Bioenergy & Wastes","Road Transport"
"S12000047","Fife","Council Area",2020,"Count","GWh",47.651,"Bioenergy & Wastes","Domestic"
"S12000030","Stirling","Council Area",2020,"Count","GWh",426.794,"Electricity","All"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",0.026,"Coal","Public Sector"
"S12000030","Stirling","Council Area",2020,"Count","GWh",275.338,"Bioenergy & Wastes","Commercial"
"S12000047","Fife","Council Area",2020,"Count","GWh",2349.961,"Gas","Domestic"
"S12000047","Fife","Council Area",2020,"Count","GWh",3140.553,"All","Domestic"
"S12000047","Fife","Council Area",2020,"Count","GWh",61.62,"Petroleum Products","Rail"
"S12000047","Fife","Council Area",2020,"Count","GWh",2.127,"Petroleum Products","Commercial"
"S12000017","Highland","Council Area",2020,"Count","GWh",54.704,"Coal","All"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",0,"Coal","Industrial"
"S12000018","Inverclyde","Council Area",2020,"Count","GWh",1469.074,"All","All"
"S12000047","Fife","Council Area",2020,"Count","GWh",4781.689,"Petroleum Products","Industrial"
"S12000030","Stirling","Council Area",2020,"Count","GWh",809.164,"All","Transport"
"S12000047","Fife","Council Area",2020,"Count","GWh",2.532,"Coal","Industrial"
"S12000047","Fife","Council Area",2020,"Count","GWh",1764.167,"Petroleum Products","Road Transport"
"S12000030","Stirling","Council Area",2020,"Count","GWh",316.86,"Gas","Commercial"
"S12000018","Inverclyde","Council Area",2020,"Count","GWh",0,"Coal","Agriculture"
"S12000047","Fife","Council Area",2020,"Count","GWh",623.243,"Electricity","Domestic"
"S12000018","Inverclyde","Council Area",2020,"Count","GWh",1.471,"Manufactured Fuels","Domestic"
"S12000018","Inverclyde","Council Area",2020,"Count","GWh",168.308,"Gas","Industrial"
"S12000030","Stirling","Council Area",2020,"Count","GWh",750.395,"Petroleum Products","Road Transport"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",243.695,"Petroleum Products","All"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",296.505,"Electricity","All"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",216.474,"All","Transport"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",0,"Petroleum Products","Public Sector"
"S12000030","Stirling","Council Area",2020,"Count","GWh",1217.572,"Gas","All"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",0,"Bioenergy & Wastes","Commercial"
"S12000018","Inverclyde","Council Area",2020,"Count","GWh",81.915,"Electricity","Industrial"
"S12000029","South Lanarkshire","Council Area",2020,"Count","GWh",2547.771,"Gas","All"
"S12000018","Inverclyde","Council Area",2020,"Count","GWh",25.258,"Bioenergy & Wastes","All"
"S12000029","South Lanarkshire","Council Area",2020,"Count","GWh",6318.375,"All","All"
"S12000029","South Lanarkshire","Council Area",2020,"Count","GWh",0.021,"Petroleum Products","Public Sector"
"S12000030","Stirling","Council Area",2020,"Count","GWh",0.545,"Manufactured Fuels","Industrial"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",0.034,"Coal","Commercial"
"S12000018","Inverclyde","Council Area",2020,"Count","GWh",0,"Bioenergy & Wastes","Commercial"
"S12000018","Inverclyde","Council Area",2020,"Count","GWh",794.634,"Gas","All"
"S12000018","Inverclyde","Council Area",2020,"Count","GWh",337.002,"Petroleum Products","Road Transport"
"S12000047","Fife","Council Area",2020,"Count","GWh",100.248,"Petroleum Products","Domestic"
"S12000018","Inverclyde","Council Area",2020,"Count","GWh",19.091,"Bioenergy & Wastes","Road Transport"
"S12000047","Fife","Council Area",2020,"Count","GWh",16.853,"Manufactured Fuels","Industrial"
"S12000029","South Lanarkshire","Council Area",2020,"Count","GWh",0,"Coal","Agriculture"
"S12000018","Inverclyde","Council Area",2020,"Count","GWh",0.134,"Petroleum Products","Rail"
"S12000018","Inverclyde","Council Area",2020,"Count","GWh",482.291,"All","Industrial & Commercial"
"S12000018","Inverclyde","Council Area",2020,"Count","GWh",0.319,"Petroleum Products","Commercial"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",1130,"Gas","All"
"S12000018","Inverclyde","Council Area",2020,"Count","GWh",5.142,"Petroleum Products","Domestic"
